project_id,project_name,ministry,sector,original_cost_cr,revised_cost_cr,expenditure_cr,physical_progress_pct,status,cost_overrun_pct,revised_cost_missing,possible_outlier,date_is_synthetic,cost_is_estimated,primary_delay_cause
101656,Healthcare Project 101656,Ministry of Health & Family Welfare,Healthcare,702.32,738.17,444.06,65.7,On Track,5.1,False,False,True,True,
101657,Healthcare Project 101657,Ministry of Health & Family Welfare,Healthcare,333.23,347.82,94.99,39.4,Delayed,4.38,False,False,True,True,forest/environment clearance delays
101658,Healthcare Project 101658,Ministry of Health & Family Welfare,Healthcare,576.31,634.25,169.04,34.4,Delayed,10.05,False,False,True,True,delays in detailed engineering
101659,Healthcare Project 101659,Ministry of Health & Family Welfare,Healthcare,528.78,502.92,216.87,62.6,On Track,-4.89,False,False,True,True,
101660,Healthcare Project 101660,Ministry of Health & Family Welfare,Healthcare,123.93,140.4,52.15,48.1,Delayed,13.29,False,False,True,True,forest/environment clearance delays
101661,Healthcare Project 101661,Ministry of Health & Family Welfare,Healthcare,400.96,452.83,185.15,46.6,Delayed,12.94,False,False,True,True,forest/environment clearance delays
101662,Healthcare Project 101662,Ministry of Health & Family Welfare,Healthcare,1453.85,1629.08,1234.23,100.0,Completed,12.05,False,False,True,True,
101663,Healthcare Project 101663,Ministry of Health & Family Welfare,Healthcare,389.07,429.14,141.06,55.5,Delayed,10.3,False,False,True,True,forest/environment clearance delays
101664,Healthcare Project 101664,Ministry of Health & Family Welfare,Healthcare,660.83,691.52,378.52,73.9,On Track,4.64,False,False,True,True,
101665,Healthcare Project 101665,Ministry of Health & Family Welfare,Healthcare,741.88,835.32,315.85,46.6,Delayed,12.6,False,False,True,True,contractual disputes and arbitration
101666,Healthcare Project 101666,Ministry of Health & Family Welfare,Healthcare,942.0,1105.14,575.37,80.4,Delayed,17.32,False,False,True,True,forest/environment clearance delays
101667,Healthcare Project 101667,Ministry of Health & Family Welfare,Healthcare,363.46,454.67,112.77,39.9,Delayed,25.09,False,False,True,True,land acquisition delays
101668,Healthcare Project 101668,Ministry of Health & Family Welfare,Healthcare,494.17,562.58,129.47,39.1,Delayed,13.84,False,False,True,True,land acquisition delays
101669,Healthcare Project 101669,Ministry of Health & Family Welfare,Healthcare,939.88,1109.14,603.8,68.4,Delayed,18.01,False,False,True,True,contractual disputes and arbitration
101670,Healthcare Project 101670,Ministry of Health & Family Welfare,Healthcare,235.42,292.78,113.81,43.7,Delayed,24.36,False,False,True,True,land acquisition delays
101671,Healthcare Project 101671,Ministry of Health & Family Welfare,Healthcare,786.17,743.84,182.17,41.5,Delayed,-5.38,True,False,True,True,forest/environment clearance delays
101672,Healthcare Project 101672,Ministry of Health & Family Welfare,Healthcare,407.83,493.54,242.59,65.0,Delayed,21.02,False,False,True,True,forest/environment clearance delays
101673,Healthcare Project 101673,Ministry of Health & Family Welfare,Healthcare,1768.74,2023.47,1600.56,97.4,Delayed,14.4,False,False,True,True,tendering and ordering delays
101674,Healthcare Project 101674,Ministry of Health & Family Welfare,Healthcare,678.87,735.08,361.92,56.6,On Track,8.28,False,False,True,True,
101675,Healthcare Project 101675,Ministry of Health & Family Welfare,Healthcare,1380.31,1744.09,921.91,60.3,Delayed,26.35,False,False,True,True,delays in detailed engineering
101676,Healthcare Project 101676,Ministry of Health & Family Welfare,Healthcare,1054.86,1162.66,758.76,76.4,Delayed,10.22,False,False,True,True,financing tie-up delays
101677,Healthcare Project 101677,Ministry of Health & Family Welfare,Healthcare,618.21,584.93,293.72,63.6,On Track,-5.38,True,False,True,True,
101678,Urban Public Transport Project 101678,Ministry of Housing & Urban Affairs,Urban Public Transport,1835.83,1890.51,484.27,31.1,Delayed,2.98,False,False,True,True,land acquisition delays
101679,Urban Public Transport Project 101679,Ministry of Housing & Urban Affairs,Urban Public Transport,5523.15,4985.54,2516.15,57.6,On Track,-9.73,False,False,True,True,
101680,Urban Public Transport Project 101680,Ministry of Housing & Urban Affairs,Urban Public Transport,4542.94,4041.38,1517.85,49.3,Delayed,-11.04,False,False,True,True,land acquisition delays
101681,Urban Public Transport Project 101681,Ministry of Housing & Urban Affairs,Urban Public Transport,1363.66,1290.23,268.25,28.4,Delayed,-5.38,True,False,True,True,forest/environment clearance delays
101682,Urban Public Transport Project 101682,Ministry of Housing & Urban Affairs,Urban Public Transport,3054.84,3059.48,513.83,30.3,Delayed,0.15,False,False,True,True,land acquisition delays
101683,Urban Public Transport Project 101683,Ministry of Housing & Urban Affairs,Urban Public Transport,1844.69,1987.17,987.46,72.7,On Track,7.72,False,False,True,True,
101684,Urban Public Transport Project 101684,Ministry of Housing & Urban Affairs,Urban Public Transport,7775.13,8165.94,4663.28,80.8,On Track,5.03,False,False,True,True,
101685,Urban Public Transport Project 101685,Ministry of Housing & Urban Affairs,Urban Public Transport,4886.41,4898.17,1989.92,50.3,Delayed,0.24,False,False,True,True,tendering and ordering delays
101686,Urban Public Transport Project 101686,Ministry of Housing & Urban Affairs,Urban Public Transport,6596.18,6540.85,4516.3,99.6,Completed,-0.84,False,False,True,True,
101687,Urban Public Transport Project 101687,Ministry of Housing & Urban Affairs,Urban Public Transport,2676.56,2619.1,901.19,41.9,Delayed,-2.15,False,False,True,True,financing tie-up delays
101688,Urban Public Transport Project 101688,Ministry of Housing & Urban Affairs,Urban Public Transport,754.21,749.98,532.67,82.0,On Track,-0.56,False,False,True,True,
101689,Urban Public Transport Project 101689,Ministry of Housing & Urban Affairs,Urban Public Transport,3371.37,3069.11,2117.23,79.5,On Track,-8.97,False,False,True,True,
101690,Urban Public Transport Project 101690,Ministry of Housing & Urban Affairs,Urban Public Transport,2541.77,2475.46,1395.66,80.5,On Track,-2.61,False,False,True,True,
101691,Urban Public Transport Project 101691,Ministry of Housing & Urban Affairs,Urban Public Transport,2369.7,2242.11,1680.7,98.8,On Track,-5.38,True,False,True,True,
101692,Urban Public Transport Project 101692,Ministry of Housing & Urban Affairs,Urban Public Transport,2810.25,2897.35,1165.92,45.2,Delayed,3.1,False,False,True,True,forest/environment clearance delays
101693,Urban Public Transport Project 101693,Ministry of Housing & Urban Affairs,Urban Public Transport,17064.65,17021.66,2943.1,20.2,Critical,-0.25,False,False,True,True,delays in detailed engineering
101694,Urban Public Transport Project 101694,Ministry of Housing & Urban Affairs,Urban Public Transport,6445.17,7428.28,2098.01,41.2,Delayed,15.25,False,False,True,True,law-and-order and local right-of-way issues
101695,Urban Public Transport Project 101695,Ministry of Housing & Urban Affairs,Urban Public Transport,7587.65,7699.91,4336.78,79.4,On Track,1.48,False,False,True,True,
101696,Urban Public Transport Project 101696,Ministry of Housing & Urban Affairs,Urban Public Transport,3630.62,3937.65,2696.13,88.4,On Track,8.46,False,False,True,True,
101697,Urban Public Transport Project 101697,Ministry of Housing & Urban Affairs,Urban Public Transport,2682.65,2598.41,752.24,39.6,Delayed,-3.14,False,False,True,True,delays in detailed engineering
101698,Urban Public Transport Project 101698,Ministry of Housing & Urban Affairs,Urban Public Transport,4670.58,4668.19,2300.45,63.8,On Track,-0.05,False,False,True,True,
101699,Urban Public Transport Project 101699,Ministry of Housing & Urban Affairs,Urban Public Transport,6401.13,6023.14,2017.01,37.1,Delayed,-5.91,False,False,True,True,land acquisition delays
101700,Urban Public Transport Project 101700,Ministry of Housing & Urban Affairs,Urban Public Transport,1733.87,1676.45,1239.46,83.2,On Track,-3.31,False,False,True,True,
101701,Urban Public Transport Project 101701,Ministry of Housing & Urban Affairs,Urban Public Transport,7500.86,7810.93,4184.26,68.9,On Track,4.13,False,False,True,True,
101702,Urban Public Transport Project 101702,Ministry of Housing & Urban Affairs,Urban Public Transport,6232.92,6981.07,3667.14,58.4,Delayed,12.0,False,False,True,True,scope changes and structural revisions
101703,Urban Public Transport Project 101703,Ministry of Housing & Urban Affairs,Urban Public Transport,2062.82,2247.22,1762.5,99.6,Completed,8.94,False,False,True,True,
101704,Urban Public Transport Project 101704,Ministry of Housing & Urban Affairs,Urban Public Transport,2144.71,2060.63,1271.64,81.8,On Track,-3.92,False,False,True,True,
101705,Urban Public Transport Project 101705,Ministry of Housing & Urban Affairs,Urban Public Transport,4190.93,4805.56,1607.61,43.3,Delayed,14.67,False,False,True,True,contractual disputes and arbitration
101706,Urban Public Transport Project 101706,Ministry of Housing & Urban Affairs,Urban Public Transport,4814.1,5036.59,1587.04,42.7,Delayed,4.62,False,False,True,True,forest/environment clearance delays
101707,Urban Public Transport Project 101707,Ministry of Housing & Urban Affairs,Urban Public Transport,4245.53,4160.68,2117.8,75.2,On Track,-2.0,False,False,True,True,
101708,Urban Public Transport Project 101708,Ministry of Housing & Urban Affairs,Urban Public Transport,4294.63,4567.88,1526.71,49.3,Delayed,6.36,False,False,True,True,financing tie-up delays
101709,Urban Public Transport Project 101709,Ministry of Housing & Urban Affairs,Urban Public Transport,6842.26,7297.21,4571.43,76.8,On Track,6.65,False,False,True,True,
101710,Urban Public Transport Project 101710,Ministry of Housing & Urban Affairs,Urban Public Transport,10019.47,10149.23,1007.54,14.2,Critical,1.3,False,False,True,True,scope changes and structural revisions
101711,Urban Public Transport Project 101711,Ministry of Housing & Urban Affairs,Urban Public Transport,5299.94,5288.62,4096.94,98.2,On Track,-0.21,False,False,True,True,
101712,Civil Aviation Project 101712,Ministry of Civil Aviation,Civil Aviation,1088.86,1185.56,647.35,57.4,Delayed,8.88,False,False,True,True,financing tie-up delays
101713,Civil Aviation Project 101713,Ministry of Civil Aviation,Civil Aviation,1182.75,1240.43,643.79,65.9,On Track,4.88,False,False,True,True,
101714,Civil Aviation Project 101714,Ministry of Civil Aviation,Civil Aviation,881.83,927.37,281.03,36.8,Delayed,5.16,False,False,True,True,forest/environment clearance delays
101715,Civil Aviation Project 101715,Ministry of Civil Aviation,Civil Aviation,291.61,275.91,193.39,100.0,Completed,-5.38,True,False,True,True,
101716,Civil Aviation Project 101716,Ministry of Civil Aviation,Civil Aviation,803.39,819.36,311.07,42.8,Delayed,1.99,False,False,True,True,land acquisition delays
101717,Civil Aviation Project 101717,Ministry of Civil Aviation,Civil Aviation,772.71,876.23,433.25,65.5,Delayed,13.4,False,False,True,True,land acquisition delays
101718,Civil Aviation Project 101718,Ministry of Civil Aviation,Civil Aviation,499.26,552.2,188.06,31.5,Delayed,10.6,False,False,True,True,delays in detailed engineering
101719,Civil Aviation Project 101719,Ministry of Civil Aviation,Civil Aviation,1057.79,1045.49,558.14,69.4,On Track,-1.16,False,False,True,True,
101720,Civil Aviation Project 101720,Ministry of Civil Aviation,Civil Aviation,2260.46,2661.03,1790.04,88.5,Delayed,17.72,False,False,True,True,delays in detailed engineering
101721,Civil Aviation Project 101721,Ministry of Civil Aviation,Civil Aviation,535.71,600.34,277.17,51.9,Delayed,12.06,False,False,True,True,contractual disputes and arbitration
101722,Civil Aviation Project 101722,Ministry of Civil Aviation,Civil Aviation,3199.05,3668.42,1759.3,63.6,Delayed,14.67,False,False,True,True,financing tie-up delays
101723,Civil Aviation Project 101723,Ministry of Civil Aviation,Civil Aviation,522.46,566.64,366.06,92.1,On Track,8.46,False,False,True,True,
101724,Civil Aviation Project 101724,Ministry of Civil Aviation,Civil Aviation,480.9,571.05,248.38,45.7,Delayed,18.75,False,False,True,True,scope changes and structural revisions
101725,Civil Aviation Project 101725,Ministry of Civil Aviation,Civil Aviation,914.95,1033.22,527.45,71.6,Delayed,12.93,False,False,True,True,tendering and ordering delays
101726,Civil Aviation Project 101726,Ministry of Civil Aviation,Civil Aviation,5896.06,5462.51,2795.56,64.7,On Track,-7.35,False,False,True,True,
101727,Civil Aviation Project 101727,Ministry of Civil Aviation,Civil Aviation,659.15,819.03,482.1,71.5,Delayed,24.26,False,False,True,True,land acquisition delays
101728,Civil Aviation Project 101728,Ministry of Civil Aviation,Civil Aviation,464.11,486.76,215.95,63.0,On Track,4.88,False,False,True,True,
101729,Civil Aviation Project 101729,Ministry of Civil Aviation,Civil Aviation,569.57,605.26,296.45,58.2,On Track,6.27,False,False,True,True,
101730,Civil Aviation Project 101730,Ministry of Civil Aviation,Civil Aviation,891.0,998.18,308.28,43.4,Delayed,12.03,False,False,True,True,land acquisition delays
101731,Civil Aviation Project 101731,Ministry of Civil Aviation,Civil Aviation,769.2,895.48,418.13,73.9,Delayed,16.42,False,False,True,True,contractual disputes and arbitration
101732,Civil Aviation Project 101732,Ministry of Civil Aviation,Civil Aviation,814.7,912.3,584.44,79.5,Delayed,11.98,False,False,True,True,financing tie-up delays
101733,Civil Aviation Project 101733,Ministry of Civil Aviation,Civil Aviation,632.85,633.05,142.83,32.1,Delayed,0.03,False,False,True,True,land acquisition delays
101734,Civil Aviation Project 101734,Ministry of Civil Aviation,Civil Aviation,656.47,710.59,189.29,31.8,Delayed,8.24,False,False,True,True,contractual disputes and arbitration
101735,Civil Aviation Project 101735,Ministry of Civil Aviation,Civil Aviation,599.51,594.29,272.31,57.6,On Track,-0.87,False,False,True,True,
101736,Civil Aviation Project 101736,Ministry of Civil Aviation,Civil Aviation,1802.07,1832.46,269.49,26.5,Delayed,1.69,False,False,True,True,land acquisition delays
101737,Civil Aviation Project 101737,Ministry of Civil Aviation,Civil Aviation,1263.79,1431.39,554.62,53.8,Delayed,13.26,False,False,True,True,forest/environment clearance delays
101738,Civil Aviation Project 101738,Ministry of Civil Aviation,Civil Aviation,722.35,750.2,326.6,50.9,Delayed,3.86,False,False,True,True,tendering and ordering delays
101739,Civil Aviation Project 101739,Ministry of Civil Aviation,Civil Aviation,1086.82,1250.92,715.46,77.9,Delayed,15.1,False,False,True,True,contractual disputes and arbitration
101740,Civil Aviation Project 101740,Ministry of Civil Aviation,Civil Aviation,393.08,494.03,214.12,58.4,Delayed,25.68,False,False,True,True,delays in detailed engineering
101741,Civil Aviation Project 101741,Ministry of Civil Aviation,Civil Aviation,465.09,503.05,180.72,51.7,Delayed,8.16,False,False,True,True,land acquisition delays
101742,Civil Aviation Project 101742,Ministry of Civil Aviation,Civil Aviation,2574.06,2532.92,1884.46,98.3,On Track,-1.6,False,False,True,True,
101743,Civil Aviation Project 101743,Ministry of Civil Aviation,Civil Aviation,379.82,457.75,17.75,22.8,Critical,20.52,False,False,True,True,financing tie-up delays
101744,"Ports, Shipping and Waterways Project 101744","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",641.13,679.0,323.53,52.6,Delayed,5.91,False,False,True,True,contractual disputes and arbitration
101745,"Ports, Shipping and Waterways Project 101745","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",493.56,574.83,256.93,58.2,Delayed,16.47,False,False,True,True,forest/environment clearance delays
101746,"Ports, Shipping and Waterways Project 101746","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2290.5,2202.6,1248.67,62.1,On Track,-3.84,False,False,True,True,
101747,"Ports, Shipping and Waterways Project 101747","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1842.68,1884.13,343.96,33.0,Delayed,2.25,False,False,True,True,land acquisition delays
101748,"Ports, Shipping and Waterways Project 101748","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1306.71,1303.36,628.74,60.6,On Track,-0.26,False,False,True,True,
101749,"Ports, Shipping and Waterways Project 101749","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",3440.51,3424.0,726.2,36.3,Delayed,-0.48,False,False,True,True,contractual disputes and arbitration
101750,"Ports, Shipping and Waterways Project 101750","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1356.7,1320.46,510.23,44.5,Delayed,-2.67,False,False,True,True,land acquisition delays
101751,"Ports, Shipping and Waterways Project 101751","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1188.87,1307.51,756.36,75.7,Delayed,9.98,False,False,True,True,contractual disputes and arbitration
101752,"Ports, Shipping and Waterways Project 101752","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1070.08,1124.06,285.76,25.4,Delayed,5.04,False,False,True,True,financing tie-up delays
101753,"Ports, Shipping and Waterways Project 101753","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2319.25,2190.58,1732.75,99.2,Completed,-5.55,False,False,True,True,
101754,"Ports, Shipping and Waterways Project 101754","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2086.7,2206.95,906.04,62.6,On Track,5.76,False,False,True,True,
101755,"Ports, Shipping and Waterways Project 101755","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2168.86,2119.54,1146.85,60.8,On Track,-2.27,False,False,True,True,
101756,"Ports, Shipping and Waterways Project 101756","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",430.52,479.48,379.27,100.0,Completed,11.37,False,False,True,True,
101757,"Ports, Shipping and Waterways Project 101757","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1262.55,1249.51,104.23,10.9,Critical,-1.03,False,False,True,True,tendering and ordering delays
101758,"Ports, Shipping and Waterways Project 101758","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2134.1,2053.24,181.69,17.4,Critical,-3.79,False,False,True,True,land acquisition delays
101759,"Ports, Shipping and Waterways Project 101759","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2264.84,2390.63,1361.47,66.8,On Track,5.55,False,False,True,True,
101760,"Ports, Shipping and Waterways Project 101760","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1212.52,1267.18,898.98,85.6,On Track,4.51,False,False,True,True,
101761,"Ports, Shipping and Waterways Project 101761","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1533.23,1561.52,1056.87,97.6,On Track,1.85,False,False,True,True,
101762,"Ports, Shipping and Waterways Project 101762","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",380.94,381.04,145.07,52.6,Delayed,0.03,False,False,True,True,land acquisition delays
101763,"Ports, Shipping and Waterways Project 101763","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",421.68,438.9,230.82,67.8,On Track,4.08,False,False,True,True,
101764,"Ports, Shipping and Waterways Project 101764","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",4105.08,3884.04,3054.98,99.3,Completed,-5.38,True,False,True,True,
101765,"Ports, Shipping and Waterways Project 101765","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1481.79,1524.95,965.32,75.9,On Track,2.91,False,False,True,True,
101766,"Ports, Shipping and Waterways Project 101766","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",711.78,785.28,328.82,55.6,Delayed,10.33,False,False,True,True,forest/environment clearance delays
101767,"Ports, Shipping and Waterways Project 101767","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1546.02,1469.61,293.1,30.7,Delayed,-4.94,False,False,True,True,tendering and ordering delays
101768,"Ports, Shipping and Waterways Project 101768","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2587.48,2554.41,1748.77,80.5,On Track,-1.28,False,False,True,True,
101769,"Ports, Shipping and Waterways Project 101769","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1593.45,1804.34,575.65,46.7,Delayed,13.23,False,False,True,True,land acquisition delays
101770,"Ports, Shipping and Waterways Project 101770","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",2613.15,2645.0,1270.96,70.6,On Track,1.22,False,False,True,True,
101771,"Ports, Shipping and Waterways Project 101771","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",755.32,829.95,606.0,98.8,Delayed,9.88,False,False,True,True,financing tie-up delays
101772,"Ports, Shipping and Waterways Project 101772","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",1846.2,1901.61,1504.17,100.0,Completed,3.0,False,False,True,True,
101773,"Ports, Shipping and Waterways Project 101773","Ministry of Ports, Shipping and Waterways","Ports, Shipping and Waterways",936.52,986.82,710.06,90.2,On Track,5.37,False,False,True,True,
101774,Education Project 101774,Ministry of Education,Education,417.08,396.07,278.0,86.7,On Track,-5.04,False,False,True,True,
101775,Education Project 101775,Ministry of Education,Education,869.5,850.17,534.76,70.6,On Track,-2.22,False,False,True,True,
101776,Education Project 101776,Ministry of Education,Education,181.42,163.1,81.69,67.9,On Track,-10.1,False,False,True,True,
101777,Education Project 101777,Ministry of Education,Education,386.97,395.22,234.69,78.3,On Track,2.13,False,False,True,True,
101778,Education Project 101778,Ministry of Education,Education,535.0,461.8,63.64,31.9,Delayed,-13.68,False,False,True,True,tendering and ordering delays
101779,Education Project 101779,Ministry of Education,Education,547.51,505.72,359.08,89.7,On Track,-7.63,False,False,True,True,
101780,Education Project 101780,Ministry of Education,Education,480.24,427.06,74.07,31.0,Delayed,-11.07,False,False,True,True,financing tie-up delays
101781,Education Project 101781,Ministry of Education,Education,761.59,699.13,120.82,14.8,Critical,-8.2,False,False,True,True,forest/environment clearance delays
101782,Education Project 101782,Ministry of Education,Education,1344.41,1215.36,372.85,49.9,Delayed,-9.6,False,False,True,True,forest/environment clearance delays
101783,Education Project 101783,Ministry of Education,Education,857.98,789.92,168.24,33.0,Delayed,-7.93,False,False,True,True,land acquisition delays
101784,Education Project 101784,Ministry of Education,Education,462.27,417.35,153.37,52.0,Delayed,-9.72,False,False,True,True,forest/environment clearance delays
101785,Education Project 101785,Ministry of Education,Education,267.59,234.64,115.05,59.6,On Track,-12.31,False,False,True,True,
101786,Education Project 101786,Ministry of Education,Education,674.86,611.85,268.08,68.3,On Track,-9.34,False,False,True,True,
101787,Education Project 101787,Ministry of Education,Education,1118.53,1155.3,637.18,65.6,On Track,3.29,False,False,True,True,
101788,Education Project 101788,Ministry of Education,Education,320.58,333.48,105.88,37.2,Delayed,4.02,False,False,True,True,forest/environment clearance delays
101789,Education Project 101789,Ministry of Education,Education,490.87,428.21,192.3,53.1,Delayed,-12.77,False,False,True,True,land acquisition delays
101790,Education Project 101790,Ministry of Education,Education,630.81,561.86,258.92,70.2,On Track,-10.93,False,False,True,True,
101791,Education Project 101791,Ministry of Education,Education,288.18,238.35,105.59,59.0,On Track,-17.29,False,False,True,True,
101792,Education Project 101792,Ministry of Education,Education,247.86,224.72,113.79,60.5,On Track,-9.34,False,False,True,True,
101793,Education Project 101793,Ministry of Education,Education,110.39,97.39,24.09,37.7,Delayed,-11.78,False,False,True,True,delays in detailed engineering
101794,Education Project 101794,Ministry of Education,Education,324.39,284.34,172.58,72.2,On Track,-12.35,False,False,True,True,
101795,Education Project 101795,Ministry of Education,Education,529.87,481.06,194.97,50.4,Delayed,-9.21,False,False,True,True,land acquisition delays
101796,Education Project 101796,Ministry of Education,Education,345.08,291.91,128.93,50.1,Delayed,-15.41,False,False,True,True,forest/environment clearance delays
101797,Education Project 101797,Ministry of Education,Education,811.74,749.96,29.08,7.8,Critical,-7.61,False,False,True,True,financing tie-up delays
101798,Education Project 101798,Ministry of Education,Education,850.68,784.84,481.53,78.2,On Track,-7.74,False,False,True,True,
101799,Education Project 101799,Ministry of Education,Education,732.38,655.75,181.01,40.4,Delayed,-10.46,False,False,True,True,land acquisition delays
101800,Education Project 101800,Ministry of Education,Education,404.29,363.56,193.5,60.5,On Track,-10.07,False,False,True,True,
101801,Education Project 101801,Ministry of Education,Education,322.74,290.08,214.4,85.0,On Track,-10.12,False,False,True,True,
101802,Education Project 101802,Ministry of Education,Education,693.22,600.82,275.22,45.3,Delayed,-13.33,False,False,True,True,financing tie-up delays
101803,Education Project 101803,Ministry of Education,Education,169.26,170.28,40.97,45.9,Delayed,0.6,False,False,True,True,geological surprises
101804,Steel Project 101804,Ministry of Steel,Steel,5829.14,7751.84,3011.22,31.1,Delayed,32.98,False,False,True,True,forest/environment clearance delays
101805,Steel Project 101805,Ministry of Steel,Steel,1574.21,1712.19,802.95,56.1,On Track,8.77,False,False,True,True,
101806,Steel Project 101806,Ministry of Steel,Steel,2237.87,2646.57,669.28,24.9,Critical,18.26,False,False,True,True,tendering and ordering delays
101807,Steel Project 101807,Ministry of Steel,Steel,545.19,608.11,216.54,48.6,Delayed,11.54,False,False,True,True,financing tie-up delays
101808,Steel Project 101808,Ministry of Steel,Steel,1487.43,1815.1,680.74,44.7,Delayed,22.03,False,False,True,True,land acquisition delays
101809,Steel Project 101809,Ministry of Steel,Steel,454.61,499.24,282.53,74.2,Delayed,9.82,False,False,True,True,land acquisition delays
101810,Steel Project 101810,Ministry of Steel,Steel,1156.96,1473.16,414.47,41.0,Delayed,27.33,False,False,True,True,forest/environment clearance delays
101811,Steel Project 101811,Ministry of Steel,Steel,2964.93,3363.68,2367.52,93.7,Delayed,13.45,False,False,True,True,scope changes and structural revisions
101812,Steel Project 101812,Ministry of Steel,Steel,781.71,930.52,390.68,43.2,Delayed,19.04,False,False,True,True,land acquisition delays
101813,Steel Project 101813,Ministry of Steel,Steel,2437.98,2503.49,905.88,61.6,On Track,2.69,False,False,True,True,
101814,Steel Project 101814,Ministry of Steel,Steel,965.27,1114.58,265.46,26.3,Delayed,15.47,False,False,True,True,land acquisition delays
101815,Steel Project 101815,Ministry of Steel,Steel,4331.15,4600.42,2553.71,76.3,On Track,6.22,False,False,True,True,
101816,Steel Project 101816,Ministry of Steel,Steel,2641.91,3324.18,1467.31,66.5,Delayed,25.82,False,False,True,True,land acquisition delays
101817,Steel Project 101817,Ministry of Steel,Steel,4411.42,5231.39,1820.0,47.8,Delayed,18.59,False,False,True,True,financing tie-up delays
101818,Steel Project 101818,Ministry of Steel,Steel,2627.86,3335.45,1815.37,59.8,Delayed,26.93,False,False,True,True,land acquisition delays
101819,Steel Project 101819,Ministry of Steel,Steel,2058.09,2333.25,1667.97,98.9,Delayed,13.37,False,False,True,True,delays in detailed engineering
101820,Steel Project 101820,Ministry of Steel,Steel,2660.9,3331.15,1628.1,67.2,Delayed,25.19,False,False,True,True,geological surprises
101821,Steel Project 101821,Ministry of Steel,Steel,1358.66,1525.37,786.94,66.9,Delayed,12.27,False,False,True,True,contractual disputes and arbitration
101822,Steel Project 101822,Ministry of Steel,Steel,2098.45,2435.53,1086.73,55.2,Delayed,16.06,False,False,True,True,financing tie-up delays
101823,Steel Project 101823,Ministry of Steel,Steel,1512.32,1446.2,755.75,63.3,On Track,-4.37,False,False,True,True,
101824,Steel Project 101824,Ministry of Steel,Steel,1674.88,2019.65,1273.79,71.9,Delayed,20.58,False,False,True,True,forest/environment clearance delays
101825,Steel Project 101825,Ministry of Steel,Steel,873.47,980.49,389.33,54.4,Delayed,12.25,False,False,True,True,scope changes and structural revisions
101826,Steel Project 101826,Ministry of Steel,Steel,4585.17,5514.54,2675.65,56.7,Delayed,20.27,False,False,True,True,land acquisition delays
101827,Steel Project 101827,Ministry of Steel,Steel,1396.47,1474.07,866.12,71.8,On Track,5.56,False,False,True,True,
101828,Steel Project 101828,Ministry of Steel,Steel,1671.0,1993.89,1196.4,77.5,Delayed,19.32,False,False,True,True,tendering and ordering delays
101829,Renewable Energy Project 101829,Ministry of New and Renewable Energy,Renewable Energy,908.88,1048.92,718.14,89.7,Delayed,15.41,False,False,True,True,forest/environment clearance delays
101830,Renewable Energy Project 101830,Ministry of New and Renewable Energy,Renewable Energy,637.59,717.84,389.72,69.4,Delayed,12.59,False,False,True,True,land acquisition delays
101831,Renewable Energy Project 101831,Ministry of New and Renewable Energy,Renewable Energy,682.97,817.39,462.1,85.3,Delayed,19.68,False,False,True,True,delays in detailed engineering
101832,Renewable Energy Project 101832,Ministry of New and Renewable Energy,Renewable Energy,1229.36,1380.69,1092.12,98.4,Delayed,12.31,False,False,True,True,tendering and ordering delays
101833,Renewable Energy Project 101833,Ministry of New and Renewable Energy,Renewable Energy,595.4,641.76,178.74,34.1,Delayed,7.79,False,False,True,True,financing tie-up delays
101834,Renewable Energy Project 101834,Ministry of New and Renewable Energy,Renewable Energy,1171.02,1383.09,500.97,46.5,Delayed,18.11,False,False,True,True,scope changes and structural revisions
